$ all processes (read-only)
    PID    PPID STAT     ELAPSED COMMAND
1736601 1736596 Sl    4-04:19:19 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
1953435    1708 Sl    1-10:40:56 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
1953446 1953435 Sl    1-10:40:56 npm exec @paperclipai/mcp-server@2026.416.0
1953468 1953446 S     1-10:40:56 sh -c paperclip-mcp-server
1953469 1953468 Sl    1-10:40:56 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
1976615    1708 Sl      21:45:48 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
1976625 1976615 Sl      21:45:48 npm exec @paperclipai/mcp-server@2026.416.0
1976695 1976625 S       21:45:47 sh -c paperclip-mcp-server
1976696 1976695 Sl      21:45:47 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
2064284    1708 Sl    1-10:20:33 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
2064292 2064284 Sl    1-10:20:33 npm exec @paperclipai/mcp-server@2026.416.0
2064395 2064292 S     1-10:20:33 sh -c paperclip-mcp-server
2064397 2064395 Sl    1-10:20:33 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
2137727    1708 Sl      21:15:47 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
2137736 2137727 Sl      21:15:47 npm exec @paperclipai/mcp-server@2026.416.0
2137792 2137736 S       21:15:46 sh -c paperclip-mcp-server
2137793 2137792 Sl      21:15:46 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
2448263       2 I<    5-04:35:24 [kworker/R-tls-strp]
2502083    1708 Sl      20:08:50 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
2502098 2502083 Sl      20:08:50 npm exec @paperclipai/mcp-server@2026.416.0
2502117 2502098 S       20:08:49 sh -c paperclip-mcp-server
2502118 2502117 Sl      20:08:49 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
2594003       2 I<    3-00:20:44 [kworker/u97:1-rb_allocator]
2900548    1708 Sl    1-07:46:32 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
2900561 2900548 Sl    1-07:46:32 npm exec @paperclipai/mcp-server@2026.416.0
2900644 2900561 S     1-07:46:32 sh -c paperclip-mcp-server
2900645 2900644 Sl    1-07:46:32 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
3214282    3815 Ss      05:02:43 postgres: postgres postgres 172.19.0.5(58372) idle
3241217    1708 Sl      04:57:43 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
3241229 3241217 Sl      04:57:43 npm exec @paperclipai/mcp-server@2026.416.0
3241285 3241229 S       04:57:43 sh -c paperclip-mcp-server
3241286 3241285 Sl      04:57:43 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
3320703       2 S     2-22:08:08 [psimon]
3722257    1708 Sl    2-20:54:49 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
3722267 3722257 Sl    2-20:54:49 npm exec @paperclipai/mcp-server@2026.416.0
3722327 3722267 S     2-20:54:48 sh -c paperclip-mcp-server
3722328 3722327 Sl    2-20:54:48 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
3777780       1 Ss      16:12:12 /usr/sbin/cupsd -l
3777783       1 Ssl     16:12:12 /usr/sbin/cups-browsed
3883238    1708 Sl    2-20:24:47 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
3883272 3883238 Sl    2-20:24:47 npm exec @paperclipai/mcp-server@2026.416.0
3883314 3883272 S     2-20:24:47 sh -c paperclip-mcp-server
3883315 3883314 Sl    2-20:24:47 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
3947516    1708 Sl    1-17:29:05 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
3947524 3947516 Sl    1-17:29:05 npm exec @paperclipai/mcp-server@2026.416.0
3947632 3947524 S     1-17:29:03 sh -c paperclip-mcp-server
3947633 3947632 Sl    1-17:29:03 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
3947752    1708 Sl    1-17:29:03 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
3947763 3947752 Sl    1-17:29:03 npm exec @paperclipai/mcp-server@2026.416.0
3947932 3947763 S     1-17:29:01 sh -c paperclip-mcp-server
3947933 3947932 Sl    1-17:29:01 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
3949070    1708 Sl    1-17:28:48 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
3949099 3949070 Sl    1-17:28:48 npm exec @paperclipai/mcp-server@2026.416.0
3949204 3949099 S     1-17:28:46 sh -c paperclip-mcp-server
3949205 3949204 Sl    1-17:28:46 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
3949794    1708 Sl    1-17:28:40 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
3949802 3949794 Sl    1-17:28:40 npm exec @paperclipai/mcp-server@2026.416.0
3949836 3949802 S     1-17:28:39 sh -c paperclip-mcp-server
3949837 3949836 Sl    1-17:28:39 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
3950751    1708 Sl    1-17:28:30 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
3950760 3950751 Sl    1-17:28:30 npm exec @paperclipai/mcp-server@2026.416.0
3950938 3950760 S     1-17:28:29 sh -c paperclip-mcp-server
3950939 3950938 Sl    1-17:28:29 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
3951808    1708 Sl    1-17:28:19 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
3951816 3951808 Sl    1-17:28:19 npm exec @paperclipai/mcp-server@2026.416.0
3951900    1708 Sl    1-17:28:18 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
3951906 3951816 S     1-17:28:18 sh -c paperclip-mcp-server
3951907 3951906 Sl    1-17:28:18 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
3951910 3951900 Sl    1-17:28:18 npm exec @paperclipai/mcp-server@2026.416.0
3952082 3951910 S     1-17:28:17 sh -c paperclip-mcp-server
3952083 3952082 Sl    1-17:28:17 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
3953549    1708 Sl    1-17:28:00 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
3953557 3953549 Sl    1-17:28:00 npm exec @paperclipai/mcp-server@2026.416.0
3953641 3953557 S     1-17:28:00 sh -c paperclip-mcp-server
3953642 3953641 Sl    1-17:28:00 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
4003119    1708 Sl    1-04:24:29 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
4003127 4003119 Sl    1-04:24:29 npm exec @paperclipai/mcp-server@2026.416.0
4003147 4003127 S     1-04:24:28 sh -c paperclip-mcp-server
4003148 4003147 Sl    1-04:24:28 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
4075359    1708 Sl    1-17:04:04 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
4075367 4075359 Sl    1-17:04:04 npm exec @paperclipai/mcp-server@2026.416.0
4075386 4075367 S     1-17:04:03 sh -c paperclip-mcp-server
4075387 4075386 Sl    1-17:04:03 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
4075536    1708 Sl    1-17:04:01 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
4075545 4075536 Sl    1-17:04:01 npm exec @paperclipai/mcp-server@2026.416.0
4075582 4075545 S     1-17:04:01 sh -c paperclip-mcp-server
4075583 4075582 Sl    1-17:04:01 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
4079505    1708 Sl    1-17:03:19 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
4079513 4079505 Sl    1-17:03:19 npm exec @paperclipai/mcp-server@2026.416.0
4079579 4079513 S     1-17:03:18 sh -c paperclip-mcp-server
4079580 4079579 Sl    1-17:03:18 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
4080936    1708 Sl    1-04:10:02 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
4080956 4080936 Sl    1-04:10:02 npm exec @paperclipai/mcp-server@2026.416.0
4080978 4080956 S     1-04:10:01 sh -c paperclip-mcp-server
4080979 4080978 Sl    1-04:10:01 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
4111515    1708 Sl    1-16:57:33 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
4111525 4111515 Sl    1-16:57:33 npm exec @paperclipai/mcp-server@2026.416.0
4111583 4111525 S     1-16:57:32 sh -c paperclip-mcp-server
4111584 4111583 Sl    1-16:57:32 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
4117829    1708 Sl    1-16:56:23 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
4117871 4117829 Sl    1-16:56:23 npm exec @paperclipai/mcp-server@2026.416.0
4118026 4117871 S     1-16:56:23 sh -c paperclip-mcp-server
4118027 4118026 Sl    1-16:56:23 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
4141714    1708 Sl    1-16:52:01 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
4141724 4141714 Sl    1-16:52:01 npm exec @paperclipai/mcp-server@2026.416.0
4141748 4141724 S     1-16:52:00 sh -c paperclip-mcp-server
4141749 4141748 Sl    1-16:52:00 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
4171143    3815 Ss      14:59:09 postgres: postgres postgres 172.19.0.5(37296) idle
4188791    1708 Sl      02:04:15 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
4188799 4188791 Sl      02:04:15 npm exec @paperclipai/mcp-server@2026.416.0
4188823 4188799 S       02:04:15 sh -c paperclip-mcp-server
4188824 4188823 Sl      02:04:15 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
4188925    1708 Sl      02:04:14 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
4188933 4188925 Sl      02:04:14 npm exec @paperclipai/mcp-server@2026.416.0
4189014 4188933 S       02:04:13 sh -c paperclip-mcp-server
4189015 4189014 Sl      02:04:13 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
4192261    1708 Sl    1-16:42:39 /usr/sbin/tailscaled be-child ssh --login-shell=/bin/bash --uid=1000 --gid=1000 --groups=1000,4,24,27,29,30,46,100,114,125,984 --local-user=straughter --home-dir=/home/straughter --remote-user=straughterguthrie@gmail.com --remote-ip=100.106.214.23 --has-tty=false --tty-name= --force-v1-behavior --cmd=/home/straughter/.local/bin/paperclip-kling-mcp-server
4192269 4192261 Sl    1-16:42:39 npm exec @paperclipai/mcp-server@2026.416.0
4192285 4192269 S     1-16:42:38 sh -c paperclip-mcp-server
4192286 4192285 Sl    1-16:42:38 node /tmp/npm-cache-paperclip-mcp/_npx/f303b737bb20871a/node_modules/.bin/paperclip-mcp-server
$ qwen-voicedesign-trial top-level files
find: paths must precede expression: `%s'
$ qwen-voicedesign-trial lock/config files
find: paths must precede expression: `%sn'
$ vb7-venv marker/config files
find: paths must precede expression: `%sn'
$ .ce pixi environment names and markers
find: paths must precede expression: `%s'
